Property Title,Price,Rooms,Floors,Bedrooms,Living,Type,Condition,Standing,Construction year,Renovation year,Heating,Hot water,Energy efficiency rating,Environmental (CO₂) impact rating,Total,Hot water waste,Bathrooms,Toilet rooms,Shower rooms,Land,Balconies,Balcony,Parking lots (outside),Parking lots (inside),Internal,Terraces,Garages (outside),Environment,Terrace,Cellar,Beds
Apartment,"$733,188",2,,1,49 m²,Condo/Apartment,,,1900,,Electric,,E260,F56,49 m²,,,,,,,,,,,,,,,,
Apartment,"$1,039,595",3,,2,51 m²,Condo/Apartment,,,1850,,Gas,,E300,E65,51 m²,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$76,383",1,,,7 m²,,,,,,,,G721,G126,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, FR","$375,185",3,,2,47 m²,,,,,,,,G630,C20,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$631,965",2,,1,58.02 m²,Condo/Apartment,Good condition,,,,,,E277,E57,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$454,139",2,,1,44 m²,,,,,,,,G424,C14,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$284,521",2,,1,26 m²,,,,,,,,E325,D45,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$579,985",2,,1,44 m²,,,,,,,,F408,F88,,,,,,,,,,,,,,,,,
BEAUTIFUL 2 ROOMS o TERRACE,"$493,534",2,,1,43 m²,Condo/Apartment,,,,,"Common, Fuel oil",,No data,No data,,,1,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$627,040",2,,1,58 m²,Condo/Apartment,Good condition,,,,,,C149,A4,,,,,,,,,,,,,,,,,
5 ROOMS RUE NOTRE DAME DE LORETTE,"$1,777,599",5,,3,136.83 m²,Condo/Apartment,,,1880,,"Individual, Gas",,E271,E55,,,1,2,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$97,394",1,,,12 m²,Condo/Apartment,,,1947,,"Individual, Electric",,G811,C26,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$472,742",3,,,49 m²,Condo/Apartment,,,1895,,"Individual, Electric",,E296,B9,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$503,383",2,,1,54 m²,Condo/Apartment,,,1978,,"Common, Gas",,D159,D30,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$164,147",2,,,33 m²,Condo/Apartment,,,1900,,"Individual, Gas",,G618,G111,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$268,106",2,,1,25 m²,Condo/Apartment,,,1930,,,,F365,C11,,,1,1,,,,,,,,,,,,,
Apartment for sale 3 rooms PARIS 15TH DISTRICT (75),"$601,871",3,,2,51 m²,Condo/Apartment,,,1900,,,,D209,D42,51 m²,,1,1,,,,,,,17 m²,,,,,,
"Apartment for sale 5 Rooms 123m2, Panthéon, Emily in Paris","$1,707,125",5,,3,123 m²,Condo/Apartment,,,1950,,,,D239,D49,123 m²,,1,1,,,,,,,28 m²,,,,,,
Apartment for sale 4 rooms (75),"$1,117,292",4,,2,89 m²,Condo/Apartment,,,1970,,Gas,,D237,D48,89 m²,,2,2,,,,,,1,29 m²,,,,,,
APARTMENT T3 WITH CELLAR,"$678,473",3,,2,62 m²,Condo/Apartment,,,1900,,Gas,,E284,E61,62 m²,,,1,,,,,1,,,,,,,,
Charming duplex T5 of 103m²,"$1,045,067",5,,3,103 m²,Condo/Apartment,,,2005,,,,C134,C25,103 m²,,2,,,,,,,,,,,,,,
FOR SALE CHAMBRE DE BONNE - PARIS 10 - metro Bonne nouvelle/ Strasbourg Saint Denis,"$61,281",1,,,4.65 m²,,,,,,,,No data,No data,4 m²,,,,,,,,,,,,,,,,
PARIS 13 CROULEBARBE - 2-room apartment with cellar,"$347,991",2,,1,32 m²,Condo/Apartment,,,,,Electric,Hot water tank,E344,B11,32 m²,,1,1,,,,,,,,,,,,,
2-room apartment,"$454,139",2,,1,42.6 m²,,,,,,,,D215,D6,42 m²,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$367,688",2,4,1,34.5 m²,Condo/Apartment,,,1850,,"Radiator, Individual, Gas",Hot water tank,F361,F78,,,,1,1,,,,,,,,,,,,
Studio 10 m2 5 minutes at the metro exit line 1,"$90,828",1,,,9 m²,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,,,,,,,,,,,,,,
"FOR SALE Paris 16th,","$125,846",1,,,10.29 m²,Condo/Apartment,,,1948,,"Radiator, Individual, Electric",,F529,C16,,,,,,,,,,,,,,,,,
"FOR SALE, Paris 16th, Jasmin, family apartment","$1,504,678",5,1,3,122.28 m²,Condo/Apartment,,,1930,,Common,,E275,D49,,,1,,1,,,,,,,,,,,,
Paris 1st - Studio on the 6th floor with elevator,"$374,254",1,,1,23 m²,Condo/Apartment,,,2000,,"Radiator, Individual, Electric",,E311,B9,,,,,,,,,,,,,,,,,
"METRO CHARLES MICHELS, RUE DE L'ÉGLISE, UPSTAIRS APARTMENT WITH A VIEW OF THE OPEN GARDEN WITHOUT LOSS OF SPACE","$640,172",3,,2,65 m²,Condo/Apartment,,,1971,,"Radiator, Common, Gas",,D212,C27,,,1,1,1,,,,1,,,,,,,,
PARIS 3rd ARRONDISSEMENT - STUDIO 26 m2 - IN THE HEART OF THE MARAIS,"$344,708",1,,,26.1 m²,Condo/Apartment,,,,,"Air-conditioning, Individual, Heat pump",,C181,A5,,,,,1,,,,,,,,,,,,
Architect's house in Paris 14th (Fr/En),"$1,420,416",2,3,1,108 m²,House,,,1840,,"Convector, Individual, Electric",,D183,A5,,,,1,1,,,,1,,,,,,,,
PARIS XVIIIth - GREAT QUARRIES,"$960,805",3,,2,77 m²,Condo/Apartment,,,2011,,Common,,C91,C17,,,,1,1,,,,1,,,,,,,,
"EXCLUSIVITY PARIS XVI • IDEAL PIED-À-TERRE STUDIO, FIRST PURCHASE OR RENTAL INVESTMENT","$284,521",1,,,24 m²,Condo/Apartment,,,1896,,Common,,No data,No data,,,,1,1,,,,,,,,,,,,
Apartment 4 rooms 78 m2 joinville-le-pont,"$519,798",4,2,3,78 m²,Condo/Apartment,,,1980,,"Radiator, Individual, Gas",,C133,D27,,,1,1,,,,,,,,,,,,,
PARIS 15-EME ARR. BD LEFEBVRE - SPLENDID THREE-ROOM APARTMENT WITH PARISIAN CHARM GUARANTEED,"$547,156",3,1,2,50.77 m²,Condo/Apartment,,,1920,,,,E312,E68,,,1,1,,,,,,,,,,,,,
"Quiet, on course, rental investment","$432,253",2,,1,33 m²,Condo/Apartment,,,,,"Radiator, Individual, Electric",,D250,B7,,,,1,1,,,,,,,,,Calm,,,
Quiet/Location/Modular,"$502,289",3,,2,58 m²,Condo/Apartment,,,1964,,"Common, Gas",,C133,C23,,,1,1,,,,,1,,,,,Calm,,,
2 ROOMS 68 M2 BALCONY - HIGH FLOOR - BRIGHT,"$848,091",2,,1,68 m²,Condo/Apartment,,,1934,,"Common, Gas",,D202,D43,,,,1,1,,,,,,,,,Calm,,,
"Bright 2-room apartment with balcony - Suffren - Champs de Mars, Paris 15","$519,798",2,,1,41.13 m²,Condo/Apartment,,,1970,,Radiator,,E258,D35,,,1,1,,,,,,,,,,Calm,,,
Bright studio with unobstructed views,"$276,314",1,,,25 m²,Condo/Apartment,,,1981,,"Common, Gas",,G599,C18,,,1,1,,,,,,,,,,,,,
WORKS / UNOBSTRUCTED VIEW / THROUGH / BALCONY,"$601,871",3,,2,67 m²,Condo/Apartment,,,1956,,Common,,D206,D35,,,,1,1,,,,1,,,,,Calm,,,
POTTENTIAL / BRIGHT / QUIET,"$212,296",1,,1,18.22 m²,Condo/Apartment,,,1934,,"Common, Gas",,E343,D43,,,,1,1,,,,,,,,,,,,
VIEW SAINT EUSTACHE CHURCH / HYPER CENTER / TERASSE,"$1,258,458",3,1,2,79.92 m²,Condo/Apartment,,,1880,,"Individual, Gas",,D229,D49,,,1,1,,,,,,,,,,,,,
COUP DE COEUR / OPTIMAL PLAN / CALM,"$328,293",1,,1,25.18 m²,Condo/Apartment,,,1860,,"Convector, Individual, Electric",,G467,C15,,,,1,1,,,,,,,,,Calm,,,
Investment/Bright,"$287,257",1,,,33.24 m²,Condo/Apartment,,,1991,,"Individual, Electric",,D223,A6,,,1,1,,,,,,,,,,,,,
Quiet/Bright,"$732,094",2,,1,53 m²,Condo/Apartment,,,1800,,"Individual, Electric",,D207,B6,,,1,1,,,,,1,,,,,,,,
VIEW SAINT EUSTACHE CHURCH / HYPER CENTER / TERASSE,"$1,258,458",3,1,2,79.92 m²,Condo/Apartment,,,1880,,"Individual, Gas",,D229,D49,,,1,1,,,,,,,,,,,,,
LOFT-RENOVATED-QUIET,"$884,203",3,,2,65 m²,Condo/Apartment,,,1960,,"Common, Gas",,C140,C16,,,1,1,1,,,,,,,,,,,,
CHARM OF THE OLD / CROSSING / BRIGHT AND QUIET,"$513,232",2,,1,47.5 m²,Condo/Apartment,,,1900,,"Individual, Gas",,No data,No data,,,,1,1,,,,,,,,,Calm,,,
REFURBISHED / NO LOSS OF SPACE / BRIGHT,"$503,383",2,,1,48 m²,Condo/Apartment,,,1956,,"Common, Gas",,C137,C28,,,1,1,,,,,,,,,,Calm,,,
REFURBISHED / OPTIMAL PLAN / QUIET,"$612,814",2,,1,50 m²,Condo/Apartment,,,1800,,"Common, Gas",,D164,D34,,,,1,1,,,,,,,,,Calm,,,
Studio 18.40 m2 located Paris 14th arrondissement with elevator,"$236,634",1,,,18.4 m²,Condo/Apartment,,,1999,,"Radiator, Individual, Electric",,E264,B7,,,,1,1,,,,,,,,,,,,
Studio 18.40 m2 located Paris 14th arrondissement with elevator,"$236,634",1,,,18.4 m²,Condo/Apartment,,,1999,,"Radiator, Individual, Electric",,E264,B7,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$279,049",2,,1,31 m²,Condo/Apartment,,,,,"Individual, Gas",,E285,E61,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$579,985",2,,1,46 m²,Condo/Apartment,,,,,"Common, Gas",,G581,F98,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$667,530",3,,2,58 m²,Condo/Apartment,,,,,"Common, Gas",,D193,D41,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$199,055",2,,1,26 m²,Condo/Apartment,,,,,"Individual, Electric",,G493,C16,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$328,293",1,,1,33 m²,Condo/Apartment,,,,,Individual,,E267,B8,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$415,838",2,,1,33 m²,Condo/Apartment,,,1900,,Common,,E271,D42,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$654,945",2,,1,49 m²,Condo/Apartment,,,1970,,Common,,E318,E69,,,,1,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, FR","$380,820",1,,,40 m²,Condo/Apartment,,,,,"Common, Gas",,E325,D44,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$579,985",3,,2,52 m²,,,,,,,,D226,D45,,,1,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$513,232",3,,,46 m²,Condo/Apartment,,,,,"Common, Gas",,F345,F62,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,915,044",5,,3,136 m²,Condo/Apartment,,,1964,,Common,,D244,D49,,,2,2,,,,,,,,,1,,,,
"Condo/Apartment for sale in Paris, France","$2,872,566",4,,2,185 m²,,,,,,,,E315,E50,,,1,,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,586,751",3,,,90 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,061,482",3,,2,93 m²,,,,,,,,C150,C16,,,,2,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$692,699",3,,2,66 m²,,,,,,,,No data,No data,,,1,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$574,513",2,,1,48 m²,Condo/Apartment,,,1950,,"Individual, Electric",,F392,C12,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$109,431",1,,,8 m²,Condo/Apartment,,,1880,,"Individual, Electric",,D32,B9,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$129,129",1,,1,9 m²,Condo/Apartment,,,1930,,,,F374,F65,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,082,274",3,,,72 m²,Condo/Apartment,,,1900,,"Common, Gas",,E186,E55,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,285,815",6,,4,120 m²,Condo/Apartment,,,,,"Common, Gas",,C159,C28,,,2,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$3,266,518",7,,4,316 m²,Condo/Apartment,,,1880,,"Common, Gas",,E315,E54,,,3,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$56,904",1,,,7 m²,,,,,,,,F657,C22,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,414,944",5,,3,117 m²,Condo/Apartment,,,2011,,,,No data,No data,,,2,2,,,,,,,,,1,,,,
"Condo/Apartment for sale in Paris, France","$229,805",2,,1,26 m²,Condo/Apartment,,,1955,,,,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$694,887",3,,2,51 m²,Condo/Apartment,,,,,Individual,,D228,D49,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$256,069",2,,,24 m²,Condo/Apartment,,,1908,,"Individual, Electric",,G578,C19,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$751,792",3,,1,53 m²,Condo/Apartment,,,,,Individual,,E281,B9,,,1,1,,,,,,,,,,,,,
"House for sale in Paris, France","$875,449",3,,2,58 m²,House,,,,,"Individual, Electric",,F415,C13,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$804,319",3,,1,65 m²,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$875,449",3,,2,58 m²,Condo/Apartment,,,,,"Individual, Electric",,F415,C13,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$424,593",2,,1,38 m²,Condo/Apartment,,,,,Individual,,E326,B10,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$973,937",3,,2,82 m²,Condo/Apartment,,,,,Individual,,E254,E55,,,2,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$514,326",2,,1,45 m²,Condo/Apartment,,,,,Common,,E268,D34,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$216,236",1,,,18 m²,Condo/Apartment,,,1900,,"Individual, Electric",,G577,C18,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$333,765",2,,1,35 m²,Condo/Apartment,,,,,Individual,,G490,C16,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$611,720",2,,1,39 m²,Condo/Apartment,,,1799,,"Individual, Electric",,D235,B7,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$164,147",1,,,12 m²,Condo/Apartment,,,,,"Individual, Electric",,C270,A8,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,729,011",4,,2,102 m²,Condo/Apartment,,,1972,,Common,,C152,C18,,,,1,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$523,081",2,,1,54 m²,Condo/Apartment,,,1970,,Common,,D230,D49,,,,1,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$436,630",2,,1,47 m²,Condo/Apartment,,,1994,,Common,,D187,D37,,,1,1,,,,,1,,,,1,,,,
"Condo/Apartment for sale in Paris, France","$645,096",3,,2,66 m²,Condo/Apartment,,,1967,,Common,,C126,C26,,,,1,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$453,045",2,,1,47 m²,Condo/Apartment,,,1978,,Common,,D219,D47,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$134,600",1,,1,11 m²,Condo/Apartment,,,1930,,,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$864,506",2,,1,37 m²,Condo/Apartment,,,1880,,"Individual, Electric",,F418,C13,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,302,230",3,,1,77 m²,Condo/Apartment,,,1880,,"Individual, Gas",,C168,A5,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,532,035",4,,2,150 m²,Condo/Apartment,,,1954,,"Common, Fuel oil",,D205,D45,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$465,082",2,,,42 m²,,,,,,,,G447,C16,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,081,179",3,,2,45 m²,Condo/Apartment,,,1914,,"Individual, Gas",,D195,D41,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$414,744",2,,,27 m²,Condo/Apartment,,,,,"Individual, Electric",,E318,B10,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$700,359",2,,,36 m²,Condo/Apartment,,,1850,,"Common, Gas",,F357,E55,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$459,611",2,,1,36 m²,Condo/Apartment,,,1900,,Individual,,D249,B8,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$3,556,511",7,,3,165 m²,Condo/Apartment,,,1880,,"Individual, Gas",,F344,E57,,,3,3,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$755,075",2,,1,58 m²,Condo/Apartment,,,1900,,"Individual, Gas",,C145,C29,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$755,075",3,,1,58 m²,Condo/Apartment,,,1900,,"Individual, Gas",,C145,C29,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$848,091",2,,,68 m²,Condo/Apartment,,,1934,,Common,,No data,No data,,,,,,,,,,,,,,,,,
"Studio of 28m2 for sale in Paris 11th arrondissement - Ideal for first-time buyers, professional office or investors","$217,768",1,,1,28 m²,Condo/Apartment,,,1930,,Common,,No data,No data,28 m²,,,,,,,,,,,,,,,,
APARTMENT WITH AN UNOBSTRUCTED VIEW OF THE GARDEN,"$1,729,011",4,7,2,102.1 m²,Condo/Apartment,Requires renovation,,1972,,"Radiator, Common","Boiler, Collective",C152,C18,102.1 m²,Main drainage,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$656,587",2,6,1,53 m²,Condo/Apartment,,,,,"Radiator, Individual, Gas",Boiler,F367,F80,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,400,718",4,7,3,127.33 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Gas",Boiler,D312,E68,,Main drainage,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$101,771",1,6,,7 m²,Condo/Apartment,,,1890,,Individual,,G,C23,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$56,904",1,6,,7 m²,,,,,,,,F657,C22,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$601,871",3,,2,62 m²,Condo/Apartment,,,,,Common,,D230,D35,,Main drainage,,1,1,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$229,805",2,6,1,26 m²,Condo/Apartment,,,1955,,,,F,C,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,039,595",6,2,4,112 m²,Condo/Apartment,,,1860,,"Radiator, Individual, Gas",Boiler,F413,F71,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$601,871",2,15,1,60 m²,Condo/Apartment,,,1973,,"Radiator, Mixed, Electric",,E294,B9,,,1,1,,,1,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$492,440",2,4,1,47.23 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Gas",Boiler,E236,E50,,,,1,1,,,,,,,,,,,,
Paris 16e - PASSY - Apartment for sale - 4 rooms - 97.03sqm Carrez - 3 bedrooms.,"$1,521,092",4,8,3,97.03 m²,Condo/Apartment,Excellent condition,,1963,,"Radiator, Common, Fuel oil","Boiler, Collective",E199,E56,97.03 m²,Main drainage,,,,,,,,,,,,,,,
PARIS 10E- APARTMENT- 6 ROOMS- 3 OR 4 BEDROOMS- 156 SQM- 1 649 400€,"$1,804,957",6,6,3,156 m²,Condo/Apartment,Requires renovation,,,,"Radiator, Individual, Gas","Boiler, Individual",D182,D39,156 m²,,,,,,,,,,,,,,,,
Studio of 8 m2 for sale in Paris 16th arrondissement - Ideal for first-time buyers,"$114,903",1,,,6.05 m²,Condo/Apartment,,,1881,,,,No data,No data,8 m²,,,,,,,,,,,,,,,,
PARIS 10E- APARTMENT- 6 ROOMS- 3 OR 4 BEDROOMS- 156 SQM- 1 649 400€,"$1,804,957",6,6,3,156 m²,Condo/Apartment,Requires renovation,,1890,,"Radiator, Individual, Gas","Boiler, Individual",D182,D39,156 m²,,,,,,,,,,,,,,,,
3-room apartment of 71 m2 for sale in Paris 15th arrondissement - Ideal for family or investor,"$809,790",3,,2,71 m²,Condo/Apartment,,,1881,,Common,,No data,No data,71 m²,,,,,,,,,,,,,,,,
75015 PARIS - BIR-HAKEIM / SEINE. SALE 3 ROOM APARTMENT,"$683,944",3,6,2,47.95 m²,Condo/Apartment,Excellent condition,,1907,,"Convector, Individual, Electric","Hot water tank, Individual",E314,B10,,Main drainage,,,,,,,,,,,,,,,
Reuilly Gardens - Duplex and view,"$711,302",3,5,2,70 m²,Condo/Apartment,Excellent condition,,,,"Radiator, Gas","Boiler, Individual",D199,D36,81.67 m²,Main drainage,,,,,,,,,,,,,,,
SOLE AGENT - 2-BEDROOM APARTMENT WITH TERRACE,"$1,077,896",3,,2,80 m²,Condo/Apartment,Good condition,,2006,,"Central, District heating, Wood pellet","Boiler, Collective",B89,B10,80 m²,Main drainage,,,,,,,,,,,,,,,
PARIS XV - Charles Michels metro station (line 10),"$1,269,401",6,8,4,110 m²,Condo/Apartment,Good condition,Regular,1970,2020,Radiator,"Hot water tank, Individual",C150,C26,110 m²,Main drainage,,,,,,,,,,,,,,,
PEACEFUL ONE-ROOM APARTMENT,"$476,025",1,4,,21 m²,Condo/Apartment,Good condition,Regular,,,"Radiator, Individual, Electric","Boiler, Individual",F384,B12,21 m²,Main drainage,,,,,,,,,,,,,,,
2 BEDROOMS - PERFECT CONDITION,"$1,132,612",4,9,2,95.02 m²,Condo/Apartment,Excellent condition,Regular,1959,,"Radiator, Common, Gas","Boiler, Collective",D217,D32,96 m²,Main drainage,,,,,,,,,,,,,,,
TERRACE WITH PANORAMIC VIEW,"$831,676",2,10,1,52.37 m²,Condo/Apartment,Excellent condition,Regular,1965,,"Air-conditioning, Common","Hot water tank, Individual",D221,C21,,Main drainage,,,,,,,,,,,,,,,
PARIS 5 EME - Exclusivity I 30 m² boutique,"$375,349",2,,,28.4 m²,House,,,,,"Radiator, Individual, Electric",,E515,B14,34 m²,,,,,41.04 m²,,,,,,,,,,,
Refurbished 5-room apartment of 105m2 in Paris 17 Arc de Triomphe,"$1,832,971",5,6,3,104.61 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Gas",,C114,C24,105 m²,,2,1,,,,,,,,,,,,,
3-room apartment of 80m2 in the heart of the Marais very bright,"$1,313,173",3,6,1,77.03 m²,Condo/Apartment,,,1890,,"Convector, Individual, Electric",,E267,B8,80 m²,,1,1,,80.48 m²,,,,,,,,,,,
Sale magnificent renovated apartment 67m2 Paris 1 Madeleine,"$1,302,230",2,6,1,66.03 m²,Condo/Apartment,,,1900,,"Radiator, Common",,E268,E51,67 m²,,1,2,,66.4 m²,,,,,,,,,,,
SALE apartment 130m2 top floor balconies terrace exceptional view,"$2,489,558",6,3,3,115.27 m²,Condo/Apartment,,,1933,,"Radiator, Common, Gas",,E323,B10,130 m²,,2,2,,115.96 m²,2,,1,,,1,,,37.1 m²,,
For sale 2 rooms of 25.50m2 to redo Paris 20 rue d'Avron,"$204,636",2,2,1,25.5 m²,Condo/Apartment,,,1980,,"Individual, Electric",,E323,B10,25.5 m²,,1,1,,,,,,,,,,,,,
Sale local 6m2 Paris 6 rue de Seine,"$95,205",1,6,,6.05 m²,Condo/Apartment,,,1900,,,,E275,E48,6.05 m²,,,,,,,,,,,,,,,,
For sale beautiful 3 bedroom apartment with exteriors in Paris 16,"$1,510,149",6,7,3,132 m²,Condo/Apartment,,,1971,,"Radiator, Common, Gas",,D224,D48,138 m²,,2,2,,,3,,1,,,,,,,6.7 m²,
"Condo/Apartment for sale in Paris, France","$625,946",2,5,1,42 m²,Condo/Apartment,,,1850,,"Radiator, Individual, Electric",Hot water tank,E303,B9,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$530,741",2,6,1,38 m²,Condo/Apartment,,,1870,,,Hot water tank,No data,No data,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$2,845,209",7,6,5,225 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Gas",,D188,D40,,,3,2,,,1,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$630,323",3,6,2,49 m²,Condo/Apartment,,,,,"Radiator, Individual, Electric",Hot water tank,E309,B10,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,140,272",4,6,3,101.54 m²,Condo/Apartment,,,1770,,"Air-conditioning, Individual, Heat pump",Hot water tank,C112,A3,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$744,131",3,4,2,74.12 m²,Condo/Apartment,,,1930,,"Radiator, Common, Gas",,F,F75,,,1,1,,,,,,,,,,,,,
Paris 16th - FLANDRIN - Apartment for sale - 5 rooms - 154.7sqm Carrez - 2 bedrooms.,"$1,947,874",5,8,2,165.4 m²,Condo/Apartment,Requires renovation,Regular,1949,,"Radiator, Common, Gas","Boiler, Collective",D222,D48,165.4 m²,Main drainage,,,,,,,,,,,,,,,
2-room apartment 40 m2,"$492,440",2,,1,40 m²,Condo/Apartment,,,1930,,Electric,,No data,No data,,,1,,,,,,,,,,,,,,
"House for sale in Paris, France","$1,635,995",9,,6,169 m²,,,,,,,,E257,E55,,,,,,134 m²,,,,,,,,,,,
"A stone's throw from the Luxembourg Gardens,","$333,765",1,,,18 m²,Condo/Apartment,,,1920,,"Common, Fuel oil",,E289,E60,,,,,,,,,,,,,,,,,
St Germain Market/Guisarde Street,"$268,106",1,,,11.54 m²,Condo/Apartment,,,,,"Individual, Electric",,G968,C31,,,,,,,,,,,,,,,,,
Arsenal -  Gare de Lyon,"$426,781",1,,,32.3 m²,Condo/Apartment,,,,,"Radiator, Common, Gas",,D203,D34,,,,1,1,,1,6.9 m²,,,,,,,,,
Rue Mazarine,"$1,091,575",3,6,,45.02 m²,Condo/Apartment,,,,,Individual,,D195,D41,,,,,,,,,,,,,,,,,
Etienne Marcel - Montorgueil,"$729,905",3,6,2,45.2 m²,Condo/Apartment,,,1840,,"Radiator, Individual, Gas",,F419,F92,,,,1,1,,,,,,,,,,,,
Etienne Marcel - Montorgueil,"$729,905",3,6,2,45.2 m²,Condo/Apartment,,,1840,,"Radiator, Individual, Gas",,F419,F92,,,,1,1,,,,,,,,,,,,
