,Rooms,Floors,Bedrooms,Living,Type,Condition,Standing,Construction year,Renovation year,Heating,Hot water,Energy efficiency rating,Environmental (CO₂) impact rating,Total,Hot water waste,Bathrooms,Toilet rooms,Shower rooms,Land,Balconies,Balcony,Parking lots (outside),Parking lots (inside),Internal,Terraces,Garages (outside),Environment
320,3,,2.0,90.0,Condo/Apartment,,,1972.0,,,,E252,D38,90 m²,,1.0,1.0,,,,,,1.0,51 m²,,,
321,2,,1.0,35.0,Condo/Apartment,,,1880.0,,Electric,,E270,B8,35 m²,,,1.0,1.0,,,,,,,,,
322,5,,3.0,170.0,Condo/Apartment,,,1902.0,,Gas,,E264,E62,170 m²,,1.0,,1.0,,,,,,60 m²,,,
323,2,,1.0,50.0,Condo/Apartment,,,1970.0,,Gas,,B74,C13,50 m²,,1.0,,,,,,,1.0,,,,
324,4,,2.0,95.0,Condo/Apartment,,,1975.0,,,,D244,D44,95 m²,,2.0,2.0,,,,,,,40 m²,,,
325,2,,1.0,66.0,Condo/Apartment,,,1959.0,,Gas,,E280,E50,66 m²,,1.0,,,,,,,1.0,33 m²,,,
326,4,,3.0,92.0,Condo/Apartment,,,1993.0,,Electric,,D184,A5,92 m²,,1.0,1.0,1.0,,,,,1.0,24 m²,,,
327,1,,1.0,35.0,Condo/Apartment,,,1880.0,,Electric,,F383,C12,35 m²,,,1.0,1.0,,,,,,25 m²,,,
328,3,,2.0,67.0,Condo/Apartment,,,1895.0,,Electric,,F359,C11,67 m²,,1.0,1.0,,,,,,,25 m²,,,
329,3,,2.0,75.0,Condo/Apartment,,,1961.0,,Gas,,D227,D49,75 m²,,1.0,1.0,,,,,,,25 m²,,,
330,2,,1.0,38.0,Condo/Apartment,,,1895.0,,Electric,,F350,E60,38 m²,,1.0,,,,,,,,,,,
331,2,,1.0,54.0,Condo/Apartment,,,,,Gas,,E303,E64,54 m²,,1.0,1.0,,,,,,,23 m²,,,
332,4,,3.0,90.0,Condo/Apartment,,,1965.0,,,,D183,C27,90 m²,,1.0,1.0,,,,,,1.0,33 m²,,,
333,2,,1.0,48.0,Condo/Apartment,,,,,Electric,,E257,B8,48 m²,,1.0,,,,,,,,,,,
334,3,,2.0,72.0,Condo/Apartment,,,,,Gas,,E250,D41,72 m²,,,,,,,,,,,,,
335,4,,3.0,53.0,Condo/Apartment,,,,,Electric,,G443,C14,53 m²,,1.0,,,,,,,,,,,
336,5,,4.0,113.0,Condo/Apartment,,,,,Electric,,D219,B7,113 m²,,1.0,,,,,,1.0,1.0,,,,
337,2,,1.0,31.0,Condo/Apartment,,,1893.0,,"Individual, Electric",,F417,C13,,,1.0,1.0,,,,,,,,,,
338,1,,1.0,18.0,Condo/Apartment,,,1975.0,,,,E250,D47,,,1.0,1.0,,,,,,,,,,
339,7,,4.0,176.0,House,,,1996.0,,"Individual, Gas",,E235,E51,,,,,,112 m²,,,1.0,,,,,
340,3,,3.0,77.0,Condo/Apartment,,,1910.0,,"Individual, Electric",,E255,B8,,,1.0,1.0,,,,,,,,,,
341,3,,2.0,101.0,Condo/Apartment,,,1973.0,,,,D220,C29,,,1.0,1.0,,,,,1.0,,,,,
342,5,,4.0,98.32,Condo/Apartment,,,,,Gas,,D228,D38,98 m²,,1.0,1.0,,,,,1.0,,,,,
343,3,,2.0,70.0,Condo/Apartment,,,1961.0,,,,E273,E60,70 m²,,1.0,,,,,,,,,,,
344,3,,2.0,66.0,Condo/Apartment,,,,,Gas,,E241,E52,66 m²,,1.0,1.0,,,,,,,,,,
345,3,,2.0,61.0,Condo/Apartment,,,1880.0,,Gas,,E260,E40,61 m²,,1.0,1.0,,,,,,,21 m²,,,
346,5,,3.0,128.0,Condo/Apartment,,,1880.0,,Electric,Hot water tank,F334,C11,128 m²,,,,,,,,,,,,,
347,3,,2.0,77.0,Condo/Apartment,,,1992.0,,Electric,,D211,B6,77 m²,,2.0,,,,,,,1.0,23 m²,,,
348,3,,2.0,67.0,Condo/Apartment,,,1954.0,,,,D199,F61,67 m²,,1.0,1.0,,,,,,,,,,
349,6,,4.0,106.0,Condo/Apartment,,,1970.0,,"Common, Gas",,D183,D30,,,1.0,2.0,1.0,,,,,,,,,
350,1,,,18.64,Condo/Apartment,,,1890.0,,"Individual, Electric",,G663,D21,,,,,1.0,,,,,,,,,
351,3,1.0,2.0,67.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
352,2,,1.0,65.0,Condo/Apartment,,,1966.0,,Common,,D177,D38,,,1.0,1.0,,,,,1.0,,,,,
353,5,2.0,3.0,104.0,Condo/Apartment,,,,,"Radiator, Common",,D213,E38,,,1.0,1.0,,,,,,,,,,
354,2,1.0,1.0,27.03,Condo/Apartment,,,1880.0,,"Radiator, Individual, Electric",,F417,C13,,,,1.0,1.0,,,,,,,,,
355,2,1.0,1.0,37.13,Condo/Apartment,,,1900.0,,,,D233,C30,,,1.0,1.0,,,,,,,,,,
356,2,,1.0,46.5,Condo/Apartment,,,1958.0,,"Common, Gas",,E271,E59,,,,1.0,1.0,,,,,,,,,
357,3,,2.0,50.06,Condo/Apartment,,,,,"Convector, Individual, Electric",,F384,C12,,,,1.0,1.0,,,,,,,,,
358,1,,1.0,16.0,Condo/Apartment,,,1910.0,,"Radiator, Individual, Electric",,F500,C17,,,,1.0,1.0,,,,,,,,,
359,3,,2.0,68.0,Condo/Apartment,,,1991.0,,Individual,,C162,A5,,,1.0,2.0,,,,,1.0,,,,,
360,1,,1.0,16.0,Condo/Apartment,,,1930.0,,"Individual, Electric",,G545,C17,,,,1.0,,,,,,,,,,
361,1,,,15.0,Condo/Apartment,,,,,"Individual, Electric",,E390,B12,,,,1.0,,,,,,,,,,
362,1,,1.0,23.0,Condo/Apartment,,,,,Individual,,No data,No data,,,,1.0,,,,,,,,,,
363,1,,1.0,29.0,,,,,,,,E362,B11,,,1.0,1.0,,,,,,,,,,
364,2,,1.0,42.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
365,4,,2.0,105.0,,,,,,,,No data,No data,,,1.0,2.0,,,,,,,,,,
366,6,,3.0,117.0,,,,,,,,No data,No data,,,1.0,2.0,,,,,,,,,,
367,3,,1.0,57.0,Condo/Apartment,,,,,Common,,No data,No data,,,,1.0,,,,,,,,,,
368,4,,2.0,105.0,Condo/Apartment,,,,,Common,,No data,No data,,,1.0,1.0,,,,,,,,,,
369,5,,3.0,110.0,Condo/Apartment,,,,,Common,,D211,C13,,,1.0,1.0,,,,,,,,,,
370,3,,1.0,57.0,Condo/Apartment,,,,,Common,,No data,No data,,,,1.0,,,,,,,,,,
371,7,,3.0,184.0,Condo/Apartment,,,,,Common,,No data,No data,,,1.0,2.0,,,,,,,,,,
372,4,,,68.0,Condo/Apartment,,,,,Common,,No data,No data,,,,,,,,,,,,,,
373,4,,,68.0,Condo/Apartment,,,,,Common,,No data,No data,,,,,,,,,,,,,,
374,2,,1.0,48.0,,,,,,,,No data,No data,,,,1.0,,,,,,,,,,
375,3,,2.0,60.0,Condo/Apartment,,,,,Common,,No data,No data,,,,1.0,,,,,,,,,,
376,3,,2.0,56.0,Condo/Apartment,,,,,Common,,D227,D33,,,1.0,1.0,,,,,,,,,,
377,3,,1.0,62.0,Condo/Apartment,,,,,Common,,No data,No data,,,1.0,1.0,,,,,,,,,,
378,5,,3.0,100.0,Condo/Apartment,,,,,Common,,D211,C13,,,1.0,1.0,,,,,,,,,,
379,3,,2.0,72.0,Condo/Apartment,,,1880.0,,,,E299,E64,,,1.0,1.0,,,,,,,,,,
380,1,,,38.0,,,,,,,,No data,No data,,,1.0,1.0,,,,,,,,,,
381,4,,3.0,69.0,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,1.0,,,,,,,,,,
382,3,,2.0,47.0,,,,,,,,No data,No data,,,,1.0,,,,,,,,,,
383,3,,2.0,63.0,Condo/Apartment,,,,,"Individual, Gas",,No data,No data,,,,1.0,,,,,,,,,,
384,2,,1.0,38.0,Condo/Apartment,,,,,Common,,No data,No data,,,,1.0,,,,,,,,,,
385,5,,3.0,100.0,Condo/Apartment,,,1976.0,,Individual,,No data,No data,,,1.0,2.0,,,,,1.0,,,,,
386,2,,1.0,43.0,Condo/Apartment,,,,,"Individual, Gas",,No data,No data,,,,1.0,,,,,,,,,,
387,3,,2.0,78.0,Condo/Apartment,,,,,Common,,No data,No data,,,,1.0,,,,,,,,,,
388,3,,2.0,47.0,,,,,,,,No data,No data,,,,1.0,,,,,,,,,,
389,3,,2.0,87.0,Condo/Apartment,,,,,"Individual, Electric",,B81,A2,,,,2.0,,,,,,,,,,
390,4,,2.0,90.0,Condo/Apartment,,,,,"Individual, Electric",,,A2,,,,2.0,,,,,,,,,,
391,3,,2.0,90.0,Condo/Apartment,,,1901.0,,Individual,,B95,A2,,,,2.0,,,,,,,,,,
392,3,,2.0,92.0,Condo/Apartment,,,1901.0,,Individual,,B95,A2,,,,2.0,,,,,,,,,,
393,2,,1.0,46.0,Condo/Apartment,,,,,"Common, Gas",,D200,D42,,,1.0,1.0,,,,,,,,,,
394,2,,1.0,24.0,Condo/Apartment,,,,,Individual,,G652,C21,,,1.0,1.0,,,,,,,,,,
395,2,,1.0,30.0,Condo/Apartment,,,1927.0,,Common,,E300,F72,,,,,,,,,,,,,,
396,1,,,12.0,Condo/Apartment,,,,,"Individual, Electric",,G450,E50,,,1.0,1.0,,,,,,,,,,
397,4,,2.0,78.0,Condo/Apartment,,,1959.0,,"Common, Gas",,No data,No data,,,1.0,1.0,,,,,,,,,,
398,4,,3.0,102.0,Condo/Apartment,,,,,Common,,E285,E51,,,1.0,2.0,,,,,,,,,,
399,3,,2.0,88.0,Condo/Apartment,,,1840.0,,"Individual, Gas",,C104,C21,,,1.0,2.0,,,,,,,,,,
400,4,,2.0,64.0,Condo/Apartment,,,1905.0,,"Individual, Electric",,D234,B8,,,1.0,1.0,,,,,,,,,,
401,3,,1.0,51.0,Condo/Apartment,,,1880.0,,"Common, Gas",,No data,No data,,,1.0,1.0,,,,,,,,,,
402,3,,2.0,76.0,Condo/Apartment,,,1972.0,,Common,,D159,D34,,,1.0,1.0,,,,,,,,,,
403,3,,2.0,80.0,Condo/Apartment,,,,,Individual,,D215,D6,,,2.0,2.0,,,,,1.0,,,,,
404,1,,,30.0,Condo/Apartment,,,,,Common,,E325,B10,,,1.0,1.0,,,,,,,,,,
405,3,,2.0,81.0,Condo/Apartment,,,,,Common,,F354,F77,,,1.0,1.0,,,,,,,,,,
406,3,,2.0,60.0,Condo/Apartment,,,,,Individual,,E298,B9,,,1.0,1.0,,,,,,,,,,
407,3,,2.0,65.0,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,1.0,,,,,,,,,,
408,3,,2.0,62.0,Condo/Apartment,,,,,"Common, Gas",,E263,D43,,,1.0,1.0,,,,,,,,,,
409,1,,,25.0,Condo/Apartment,,,1970.0,,"Common, Gas",,E325,E69,,,,,,,,,,,,,,
410,4,,3.0,72.0,Condo/Apartment,,,1905.0,,,,E295,C15,,,,2.0,,,,,,,,,,
411,5,,2.0,98.0,Condo/Apartment,,,1880.0,,"Individual, Gas",,D144,D31,,,1.0,1.0,,,,,,,,,,
412,1,,,10.0,Condo/Apartment,,,1911.0,,"Individual, Electric",,G792,C25,,,,1.0,,,,,,,,,,
413,3,,2.0,47.0,Condo/Apartment,,,1910.0,,"Individual, Gas",,E247,E53,,,,,,,,,,,,,,
414,2,,1.0,46.0,Condo/Apartment,,,1985.0,,Individual,,D218,D43,,,,,,,,,1.0,,,,,
415,3,,,91.0,Condo/Apartment,,,,,Common,,E251,E50,,,,,,,,,,,,,,
416,4,,2.0,80.0,Condo/Apartment,,,,,Common,,F398,E60,,,1.0,1.0,,,,,,,,,,
417,3,,2.0,86.0,Condo/Apartment,,,1900.0,,Individual,,D146,D31,,,1.0,1.0,,,,,,,,,,
418,2,,1.0,39.0,Condo/Apartment,,,1900.0,,Common,,No data,No data,,,,,,,,,,,,,,
419,3,,1.0,67.0,Condo/Apartment,,,1955.0,,Individual,,No data,No data,,,1.0,1.0,,,,,,,,,,
420,3,,2.0,55.14,Condo/Apartment,,,,,"Common, Gas",,E315,E67,,,1.0,1.0,,,,,,,,,,
421,2,,1.0,32.0,Condo/Apartment,,,1889.0,,"Convector, Individual, Electric",,F363,B11,,,1.0,1.0,,,,,,,,,,
422,1,2.0,,34.76,Condo/Apartment,,,,,,Hot water tank,E216,C19,,,,1.0,1.0,,,,,,,,,
423,1,6.0,,8.0,Condo/Apartment,,,,,Individual,,No data,No data,,,,,1.0,,,,,,,,,
424,1,5.0,,15.0,Condo/Apartment,,,,,Individual,,E,D12,,,,1.0,1.0,,,,,,,,,
425,3,1.0,2.0,58.5,Condo/Apartment,,,1900.0,,"Radiator, Individual, Electric",Hot water tank,E251,B8,,,,1.0,2.0,,,,,,,,,
426,2,9.0,1.0,62.75,Condo/Apartment,,,1972.0,,"Radiator, Common, Gas",,E309,E67,,,1.0,1.0,,44.8 m²,,,,,,1.0,,
427,2,8.0,1.0,40.18,Condo/Apartment,,,1965.0,,"Radiant, Common, Gas",,D161,D33,,Main drainage,,1.0,1.0,,,,,,,,,
428,1,6.0,,32.7,Condo/Apartment,,,1850.0,,,,D239,B7,,,,,,,,,,,,,,
429,1,5.0,,32.5,Condo/Apartment,,,1850.0,,,,D232,B7,,,,,,,,,,,,,,
430,1,,1.0,22.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
431,4,,2.0,121.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
432,3,,2.0,37.0,Condo/Apartment,,,,,"Individual, Electric","Hot water tank, Individual",D234,B7,48 m²,,,,,,,,,,,,,
433,1,,1.0,11.0,Condo/Apartment,,,1958.0,,"Common, Gas",Hot water tank,No data,No data,11 m²,,,,,,,,,,,,,
434,7,,3.0,140.0,,,,,,,,No data,No data,140 m²,,,,,,,,,,,,,
435,3,6.0,1.0,48.0,Condo/Apartment,,,,,"Radiator, Individual, Electric","Hot water tank, Individual",F400,C13,48 m²,,,,,,,,,,,,,
436,2,,1.0,20.0,Condo/Apartment,,,1881.0,,"Radiator, Individual, Electric","Boiler, Individual",F475,C15,,,,,,,,,,,,,,
437,5,6.0,3.0,125.01,Condo/Apartment,Excellent condition,Regular,1881.0,,"Radiator, Individual, Electric","Hot water tank, Individual",D237,B7,127.85 m²,Main drainage,,,,,,,,,,,,
438,2,5.0,1.0,33.73,,,,,,,,F283,E85,,,,,,,,,,,,,,
439,3,9.0,2.0,68.0,Condo/Apartment,,,1975.0,,"Radiator, Common, Gas",,E269,D46,,,,1.0,2.0,,,,,,,1.0,,
440,1,7.0,1.0,9.0,Condo/Apartment,,,1930.0,,Common,,E389,E78,,,,,1.0,,,,,,,,,
441,3,11.0,2.0,72.0,Condo/Apartment,,,1971.0,,Common,,D226,D41,,,1.0,1.0,,,1.0,,1.0,,,,,
442,2,7.0,1.0,49.08,Condo/Apartment,,,1900.0,,"Radiator, Individual, Electric",Hot water tank,G957,D32,,,1.0,1.0,,,,,,,,,,
443,3,3.0,2.0,80.0,Condo/Apartment,Good condition,,,,Electric,,G726,D21,,,,,1.0,,,,,,,,,
444,1,7.0,1.0,9.5,Condo/Apartment,,,1930.0,,,,F374,F65,,,,,1.0,,,,,,,,,
445,3,8.0,2.0,80.7,Condo/Apartment,,,1955.0,,"Radiator, Common, Gas",,D,D31,,,1.0,1.0,,,,,,,,,,
446,5,11.0,3.0,136.57,Condo/Apartment,,,1964.0,,Common,,D244,D49,,,2.0,2.0,,,1.0,8.2 m²,,,,,1.0,
447,4,10.0,,92.11,Condo/Apartment,,,1977.0,,Common,,C168,C27,,,,,,,,,,,,,,
448,5,2.0,,128.0,House,,,,,"Radiator, Electric",,D209,B6,,,,,,,,,,,,1.0,,
449,4,10.0,,116.0,Condo/Apartment,,,1973.0,,Common,,D199,D34,,,,,,,,,,,,1.0,1.0,
450,1,5.0,,,Condo/Apartment,,,1900.0,,"Radiator, Individual, Electric",,No data,No data,,,,,,,,,,,,,,
451,3,7.0,,46.1,Condo/Apartment,,,,,"Common, Gas",,F345,F62,,,,,,,,,,,,,,
452,1,,,40.7,,,,,,,,No data,No data,,,,1.0,1.0,,,,1.0,,,1.0,,
453,7,,4.0,316.0,Condo/Apartment,,,1880.0,,"Radiator, Common, Gas",,E315,E54,,,3.0,,,,,,,,,,,
454,7,3.0,,250.0,House,,,1908.0,,"Individual, Gas",,E291,E57,,,,,,,,,,,,,,
455,5,6.0,4.0,118.56,Condo/Apartment,,,1890.0,,"Radiator, Individual, Gas",,D184,D38,,,,,,,,,,,,,,
456,1,3.0,,10.57,Condo/Apartment,,,1911.0,,"Radiator, Individual, Electric",,G792,C25,,,,1.0,1.0,,,,,,,,,
457,6,,,173.99,Condo/Apartment,,,2015.0,,"Radiator, Individual, Electric",,C179,A5,,,,,,,,,,,,,,
458,3,6.0,2.0,134.0,Condo/Apartment,,,1880.0,,"Radiator, Individual, Electric",,E260,B8,,,,,,,,,,,,,,
459,2,3.0,1.0,48.35,Condo/Apartment,,,1950.0,,"Radiator, Individual, Electric",,F392,C12,,,1.0,1.0,,,,,,,,,,
460,3,,,91.0,Condo/Apartment,,,,,Common,,E251,E50,,,,,,,,,,,,,,
461,4,,2.0,80.0,Condo/Apartment,,,,,Common,,F398,E60,,,1.0,1.0,,,,,,,,,,
462,3,,,76.77,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,,,,,,,,,,,
463,2,,1.0,55.72,Condo/Apartment,,,,,"Radiator, Individual, Gas",,F412,F90,,,,1.0,1.0,,,,,,,,,
464,5,11.0,3.0,119.93,Condo/Apartment,,,,,Common,,F407,E57,,,1.0,1.0,1.0,,,,,,,,,
465,1,6.0,,12.35,Condo/Apartment,,,,,"Individual, Electric",,G621,C20,,,,,,,,,,,,,,
466,2,,,24.64,Condo/Apartment,,,,,"Individual, Electric",,G572,C18,,,,1.0,1.0,,,,,,,,,
467,2,,1.0,36.04,Condo/Apartment,,,,,"Individual, Electric",,E325,B10,,,,1.0,1.0,,,,,,,,,
468,3,4.0,2.0,91.0,Condo/Apartment,,,1981.0,,"Radiant, Common, Electric",,E261,B8,,,1.0,1.0,,,2.0,4 m²,,,,1.0,,
469,2,,1.0,42.0,Condo/Apartment,,,1932.0,,"Radiator, Common, Gas",,No data,No data,,,,1.0,1.0,,,,,,,,,
470,2,4.0,1.0,91.0,Condo/Apartment,,,1981.0,,"Radiant, Common, Electric",,E292,B8,,,1.0,,,,2.0,4 m²,,,,1.0,,
471,2,6.0,,41.62,Condo/Apartment,,,1900.0,,"Individual, Electric",,G511,C16,,,,,,,,,,,,,,
472,2,6.0,1.0,45.0,Condo/Apartment,Good condition,,1890.0,,"Radiator, Individual, Gas","Hot water tank, Individual",D182,D38,43.55 m²,Main drainage,,,,,,,,,,,,
473,3,7.0,2.0,84.0,Condo/Apartment,,,1974.0,,"Radiator, Electric",,E269,B8,,,1.0,1.0,,,,,,,,,,
474,6,6.0,4.0,175.0,Condo/Apartment,,,1890.0,,"Common, Gas",,D177,D41,,,1.0,,2.0,,,,,,,,,
475,1,6.0,,23.74,Condo/Apartment,,,,,"Radiator, Individual, Electric",,F422,C13,,,1.0,1.0,,,,,,,,,,
476,2,7.0,1.0,52.84,Condo/Apartment,,,1964.0,,"Radiator, Common, Gas",,D235,D30,,,1.0,1.0,,,,,,,,,,
477,2,18.0,1.0,47.34,Condo/Apartment,,,1973.0,,Common,,C105,C20,,,,1.0,1.0,,,,,,,,,
478,1,12.0,,28.6,Condo/Apartment,,,1970.0,,"Radiator, Common, Gas",,D219,D46,,,1.0,1.0,,,,,,,,,,
479,1,8.0,,25.0,Condo/Apartment,,,1970.0,,"Common, Gas",,E325,E69,,,,,,,,,,,,,,
480,3,,2.0,60.0,,,,,,,,E312,E64,,,1.0,1.0,,,,,1.0,1.0,,,,
481,3,,2.0,85.0,,,,,,,,D184,D31,,,2.0,2.0,,,,,,1.0,,,,
482,4,,3.0,82.0,,,,,,,,B51,B6,,,1.0,2.0,,,,,,1.0,,,,
483,1,,,29.0,Condo/Apartment,,,,,Electric,,C191,C20,,,1.0,1.0,,,,,,1.0,,,,
484,3,,2.0,64.0,,,,,,,,B51,B6,,,,1.0,,,,,,,,,,
485,3,6.0,1.0,48.0,Condo/Apartment,,,1948.0,,Electric,Hot water tank,F400,C13,48 m²,,1.0,,,,,,,,,,,
486,2,5.0,1.0,36.0,Condo/Apartment,,,1930.0,,Electric,,E328,B10,36 m²,,2.0,1.0,,,,,,,,,,
487,1,5.0,,21.15,Condo/Apartment,,,,,Electric,Hot water tank,D219,B6,21 m²,,1.0,1.0,,,,,,,,,,
488,5,6.0,3.0,140.0,Condo/Apartment,,,,,,Hot water tank,D197,D34,140 m²,,2.0,1.0,,,,,,,40 m²,,,
489,1,,,27.0,,,,,,,,E,B,27 m²,,1.0,1.0,,,,,,,,,,
490,4,6.0,,121.0,Condo/Apartment,,,1881.0,,,,E,,121 m²,,1.0,,,,,,,,,,,
491,1,2.0,,28.0,Condo/Apartment,,,1930.0,,,,F,,28 m²,,1.0,,,,,,1.0,,,,,
492,2,1.0,1.0,35.0,Condo/Apartment,,,,,Electric,Boiler,No data,No data,35 m²,,1.0,1.0,,,,,,,,,,
493,3,6.0,2.0,52.0,Condo/Apartment,,,,,Electric,,E306,B9,52 m²,,2.0,1.0,,,,,,,,,,
494,3,6.0,2.0,56.3,,,,,,,,No data,No data,56 m²,,1.0,1.0,,,,,,,,,,
495,2,6.0,1.0,43.0,Condo/Apartment,,,,,Gas,Boiler,E,E,43 m²,,1.0,1.0,,,,,,,,,,
496,2,6.0,1.0,20.0,Condo/Apartment,,,1881.0,,Electric,Hot water tank,F475,C15,20 m²,,1.0,,,,,,,,,,,
497,2,7.0,1.0,41.0,Condo/Apartment,,,,,Gas,Boiler,E320,E69,41 m²,,1.0,1.0,,,,,,,,,,
498,2,6.0,1.0,15.3,Condo/Apartment,,,,,Electric,Hot water tank,G,C,15 m²,,1.0,1.0,,,,,,,,,,
499,3,6.0,2.0,67.0,Condo/Apartment,,,,,Gas,,C114,C17,67 m²,,1.0,2.0,,,,,1.0,1.0,,,,
500,2,6.0,,42.0,Condo/Apartment,,,,,Electric,,B101,A2,42 m²,,1.0,1.0,,,,,,,,,,
501,3,6.0,2.0,75.0,Condo/Apartment,,,,,Gas,,C114,C17,75 m²,,1.0,2.0,,,,,1.0,1.0,,,,
502,5,8.0,3.0,100.0,Condo/Apartment,,,,,Gas,,D237,D48,100 m²,,3.0,1.0,,,,,,,38 m²,,,
503,3,8.0,1.0,72.0,,,,,,,,F295,F92,72 m²,,1.0,1.0,,,,,,,,,,
504,3,,2.0,68.0,Condo/Apartment,,,,,Gas,,D186,D40,,,1.0,,,,,,,,,,,
505,3,,2.0,56.0,,,,,,,,E298,E65,56 m²,,1.0,,,,,,,,,,,
506,2,,1.0,47.0,,,,,,,,E300,E65,47 m²,,1.0,,,,,,,,,,,
507,2,,1.0,36.0,,,,,,,,No data,No data,36 m²,,,,,,,,,,,,,
508,3,6.0,1.0,64.6,Condo/Apartment,,,1881.0,,Gas,,E287,E60,64 m²,,1.0,1.0,,,,,,,,,,
509,1,,,17.0,,,,,,,,G524,G113,17 m²,,,,,,,,,,,,,
510,3,,1.0,37.0,,,,,,,,E315,B10,,,1.0,1.0,,,,,,,,,,
511,2,,1.0,26.0,Condo/Apartment,,,,,Electric,,E316,B10,,,1.0,1.0,,,,,,,,,,
512,2,,1.0,45.0,Condo/Apartment,,,,,Gas,,D240,D43,,,,1.0,,,,,,,,,,
513,4,,2.0,116.0,,,,,,,,E228,E50,,,,2.0,,,,,,,,,,
514,2,,1.0,59.0,Condo/Apartment,,,,,Gas,,E283,E62,,,,1.0,,,,,,,,,,
515,2,,1.0,40.0,Condo/Apartment,,,,,Electric,,D201,D47,,,1.0,1.0,,,,,,,,,,
516,3,4.0,2.0,74.77,Condo/Apartment,,,,,"Individual, Electric",,F405,C13,,,,1.0,1.0,,,,,,,,,
517,4,,3.0,97.0,Condo/Apartment,,,,,Electric,,E283,B9,,,1.0,2.0,,,,,,,,,,
518,2,,,51.0,,,,,,,,E286,E62,,,1.0,1.0,,,,,,,,,,
519,3,,2.0,75.0,Condo/Apartment,,,,,Gas,,D187,D33,75 m²,,,,,,,,,,,,,
520,2,,1.0,49.0,Condo/Apartment,,,1900.0,,Electric,,E260,F56,49 m²,,,,,,,,,,,,,
521,3,,2.0,51.0,Condo/Apartment,,,1850.0,,Gas,,E300,E65,51 m²,,,,,,,,,,,,,
522,1,,,7.0,,,,,,,,G721,G126,,,,1.0,,,,,,,,,,
523,3,,2.0,47.0,,,,,,,,G630,C20,,,,,,,,,,,,,,
524,2,,1.0,58.02,Condo/Apartment,Good condition,,,,,,E277,E57,,,,,,,,,,,,,,
525,2,,1.0,44.0,,,,,,,,G424,C14,,,,,,,,,,,,,,
526,2,,1.0,26.0,,,,,,,,E325,D45,,,,,,,,,,,,,,
527,2,,1.0,44.0,,,,,,,,F408,F88,,,,,,,,,,,,,,
528,2,,1.0,43.0,Condo/Apartment,,,,,"Common, Fuel oil",,No data,No data,,,1.0,1.0,1.0,,,,,,,,,
529,2,,1.0,58.0,Condo/Apartment,Good condition,,,,,,C149,A4,,,,,,,,,,,,,,
530,5,,3.0,136.83,Condo/Apartment,,,1880.0,,"Individual, Gas",,E271,E55,,,1.0,2.0,1.0,,,,,,,,,
531,1,,,12.0,Condo/Apartment,,,1947.0,,"Individual, Electric",,G811,C26,,,,,,,,,,,,,,
532,3,,,49.0,Condo/Apartment,,,1895.0,,"Individual, Electric",,E296,B9,,,,,,,,,,,,,,
